"","zip_code","nyc_flag","year","avg_zhvi","housing_units","agi","total_pop","avg_zhvi_pct","agi_pct","percentile_diff","inner_third_flag","gap_25_pct","bottom_income_quartile","gap_years","first_gap","gentrification_signal"
"1","07001",0,"2011",245800.504091667,5442,57391.210848912,17639,0.224088158184043,0.0827881331052628,0.14130002507878,1,0,1,0,0,0
"2","07001",0,"2012",228271.415458333,5397,57927.1669266771,17392,0.193841404631356,0.0807838460708292,0.113057558560527,1,0,1,0,0,0
"3","07001",0,"2013",230933.606491667,5459,59602.6963746224,17596,0.19368102587135,0.0813875399292075,0.112293485942143,1,0,1,0,0,0
"4","07001",0,"2014",245036.759016667,5334,62344.6879643388,17952,0.190925499891966,0.0789130423495998,0.112012457542367,1,0,1,0,0,0
"5","07001",0,"2015",254105.765133333,5352,65916.0669577875,18793,0.175789088046398,0.0813178967623082,0.0944711912840895,1,0,1,0,0,0
"6","07001",0,"2016",265228.31275,5404,66174.9361393324,18822,0.153792817859337,0.0822381020236597,0.0715547158356769,1,0,1,0,0,0
"7","07001",0,"2017",273506.784366667,5496,71183.4386459802,18846,0.132334115291909,0.0843611928452878,0.0479729224466216,1,0,1,0,0,0
"8","07001",0,"2018",288246.992891667,5455,75819.6639004149,18831,0.119909430238203,0.0847556430608482,0.035153787177355,1,0,1,0,0,0
"9","07001",0,"2019",303702.459241667,5579,77398.4716216216,18592,0.114124711077749,0.083400536970875,0.0307241741068742,1,0,1,0,0,0
"10","07001",0,"2020",323922.497616667,5610,78609.9539473684,18009,0.107239626326059,0.0796910789039762,0.0275485474220831,1,0,1,0,0,0
"11","07001",0,"2021",352374.618183333,5821,NA,NA,0.0818725935625892,NA,NA,1,NA,NA,NA,NA,NA
"12","07002",0,"2011",238739.2411,22842,242076.908416723,52613,0.20885064536882,0.684216366935608,-0.475365721566788,1,0,0,0,0,0
"13","07002",0,"2012",234043.851291667,23134,242984.269455253,53263,0.209178475864227,0.667558719397408,-0.458380243533181,1,0,0,0,0,0
"14","07002",0,"2013",239827.059233333,22912,245214.156350741,53561,0.204161920693075,0.658326192248217,-0.454164271555142,1,0,0,0,0,0
"15","07002",0,"2014",249911.399975,22659,252220.493606138,54593,0.198681588180493,0.643196424521626,-0.444514836341133,1,0,0,0,0,0
"16","07002",0,"2015",253543.3991,22679,261097.984052533,55119,0.173700978478713,0.647079038607071,-0.473378060128358,1,0,0,0,0,0
"17","07002",0,"2016",268751.027391667,22747,263701.277847703,55052,0.169481741536722,0.64856571197667,-0.479083970439948,1,0,0,0,0,0
"18","07002",0,"2017",290030.629808333,22848,271568.345274861,56013,0.176397298649118,0.637066878525367,-0.460669579876249,1,0,0,0,0,0
"19","07002",0,"2018",322873.63615,22584,282754.114774115,54415,0.178961277491708,0.628723219901666,-0.449761942409958,1,0,0,0,0,0
"20","07002",0,"2019",353542.10455,22621,296444.740464839,53985,0.191414596512839,0.634049365024065,-0.442634768511227,1,0,0,0,0,0
"21","07002",0,"2020",388223.737625,27237,311271.131208728,65112,0.208532353183542,0.644550642822187,-0.436018289638645,1,0,0,0,0,0
"22","07002",0,"2021",433958.800091667,29143,NA,NA,0.231495054334475,NA,NA,1,NA,NA,NA,NA,NA
"23","07003",0,"2011",258172.100983333,17466,211063.880814312,41545,0.260439311037948,0.569465354821881,-0.309026043783934,1,0,0,0,0,0
"24","07003",0,"2012",245874.15005,17586,212862.954285714,41857,0.242129400871923,0.565346923291022,-0.323217522419099,1,0,0,0,0,0
"25","07003",0,"2013",253313.946291667,17046,218167.319887051,41923,0.2499569843405,0.569147742815862,-0.319190758475363,1,0,0,0,0,0
"26","07003",0,"2014",274003.322216667,16573,225584.588164734,42235,0.259572163463714,0.559528394525093,-0.29995623106138,1,0,0,0,0,0
"27","07003",0,"2015",283074.317116667,16668,239212.217868339,42279,0.259621871225074,0.571586521257061,-0.311964650031987,1,0,0,0,0,0
"28","07003",0,"2016",295234.412016667,16747,249910.823236196,42647,0.239107966278535,0.599194175828303,-0.360086209549768,1,0,0,0,0,0
"29","07003",0,"2017",310417.453825,16710,262403.456423742,43253,0.227034465235873,0.601550418376809,-0.374515953140936,1,0,0,0,0,0
"30","07003",0,"2018",326648.965858333,17268,279919.748324646,43443,0.19791575473475,0.607968258747015,-0.410052504012264,1,0,0,0,0,0
"31","07003",0,"2019",348954.472583333,17776,284181.306373463,43600,0.184059711552589,0.604594278093637,-0.420534566541048,1,0,0,0,0,0
"32","07003",0,"2020",386834.93725,17727,289120.084609774,43593,0.204110382397951,0.601963497896401,-0.397853115498449,1,0,0,0,0,0
